date,store_nbr,transactions
2015-08-10,35,729
2015-08-10,36,1196
2015-08-10,51,1754
2015-08-11,24,2186
2015-08-11,26,450
2015-08-11,27,1302
2015-08-11,28,1153
2015-08-11,29,1073
2015-08-11,30,722
2015-08-11,32,566
2015-08-11,34,2109
2015-08-11,35,817
2015-08-11,36,1185
2015-08-11,51,1612
2015-08-12,24,2482
2015-08-12,26,480
2015-08-12,27,1409
2015-08-12,28,1001
2015-08-12,29,922
2015-08-12,30,736
2015-08-12,32,559
2015-08-12,34,2078
2015-08-12,35,630
2015-08-12,36,1013
2015-08-12,51,1715
2015-08-13,24,2083
2015-08-13,26,448
2015-08-13,27,1370
2015-08-13,28,1037
2015-08-13,29,997
2015-08-13,30,683
2015-08-13,32,572
2015-08-13,34,1523
2015-08-13,35,706
2015-08-13,36,1108
2015-08-13,51,1543
2015-08-14,24,2515
2015-08-14,26,553
2015-08-14,27,1359
2015-08-14,28,963
2015-08-14,29,788
2015-08-14,30,665
2015-08-14,32,586
2015-08-14,34,2229
2015-08-14,35,610
2015-08-14,36,1014
2015-08-14,51,1728
2015-08-15,24,2511
2015-08-15,26,620
2015-08-15,27,1776
2015-08-15,28,1412
2015-08-15,29,1178
2015-08-15,30,738
2015-08-15,32,738
2015-08-15,34,2620
2015-08-15,35,782
2015-08-15,36,1135
2015-08-15,51,1917
2015-08-16,24,1941
2015-08-16,26,610
2015-08-16,27,1871
2015-08-16,28,1667
2015-08-16,29,1346
2015-08-16,30,691
2015-08-16,32,753
2015-08-16,34,2202
2015-08-16,35,761
2015-08-16,36,1230
2015-08-16,51,1949
2015-08-17,24,2428
2015-08-17,26,543
2015-08-17,27,1354
2015-08-17,28,1192
2015-08-17,29,1078
2015-08-17,30,704
2015-08-17,32,631
2015-08-17,34,2222
2015-08-17,35,786
2015-08-17,36,1022
2015-08-17,51,1493
2015-08-18,24,2311
2015-08-18,26,515
2015-08-18,27,1337
2015-08-18,28,1183
2015-08-18,29,1050
2015-08-18,30,750
2015-08-18,32,576
2015-08-18,34,2075
2015-08-18,35,787
2015-08-18,36,1200
2015-08-18,51,1487
2015-08-19,24,2479
2015-08-19,26,520
2015-08-19,27,1425
2015-08-19,28,986
2015-08-19,29,895
2015-08-19,30,654
2015-08-19,32,544
2015-08-19,34,1988
2015-08-19,35,602
2015-08-19,36,1037
2015-08-19,51,1829
2015-08-20,24,2323
2015-08-20,26,373
2015-08-20,27,1294
2015-08-20,28,1005
2015-08-20,29,941
2015-08-20,30,730
2015-08-20,32,558
2015-08-20,34,2048
2015-08-20,35,666
2015-08-20,36,1120
2015-08-20,51,1431
2015-08-21,24,2572
2015-08-21,26,522
2015-08-21,27,1454
2015-08-21,28,1009
2015-08-21,29,852
2015-08-21,30,669
2015-08-21,32,536
2015-08-21,34,2295
2015-08-21,35,572
2015-08-21,36,1015
2015-08-21,51,1836
2015-08-22,24,2381
2015-08-22,26,520
2015-08-22,27,1799
2015-08-22,28,1279
2015-08-22,29,1129
2015-08-22,30,746
2015-08-22,32,681
2015-08-22,34,2473
2015-08-22,35,817
2015-08-22,36,1126
2015-08-22,51,1871
2015-08-23,24,1903
2015-08-23,26,560
2015-08-23,27,1902
2015-08-23,28,1482
2015-08-23,29,1261
2015-08-23,30,646
2015-08-23,32,659
2015-08-23,34,2122
2015-08-23,35,806
2015-08-23,36,1200
2015-08-23,51,1902
2015-08-24,24,2270
2015-08-24,26,548
2015-08-24,27,1398
2015-08-24,28,1064
2015-08-24,29,913
2015-08-24,30,693
2015-08-24,32,560
2015-08-24,34,2114
2015-08-24,35,656
2015-08-24,36,1051
2015-08-24,51,1571
2015-08-25,24,2216
2015-08-25,26,431
2015-08-25,27,1266
2015-08-25,28,1126
2015-08-25,29,1017
2015-08-25,30,716
2015-08-25,32,560
2015-08-25,34,2040
2015-08-25,35,652
2015-08-25,36,1059
2015-08-25,51,1461
2015-08-26,24,2264
2015-08-26,26,444
2015-08-26,27,1509
2015-08-26,28,967
2015-08-26,29,920
2015-08-26,30,687
2015-08-26,32,504
2015-08-26,34,1815
2015-08-26,35,575
2015-08-26,36,982
2015-08-26,51,1757
2015-08-27,24,2162
2015-08-27,26,442
2015-08-27,27,1253
2015-08-27,28,992
2015-08-27,29,910
2015-08-27,30,760
2015-08-27,32,535
2015-08-27,34,1892
2015-08-27,35,624
2015-08-27,36,1014
2015-08-27,51,1421
2015-08-28,24,2492
2015-08-28,26,496
2015-08-28,27,1428
2015-08-28,28,922
2015-08-28,29,811
2015-08-28,30,649
2015-08-28,32,518
2015-08-28,34,2296
2015-08-28,35,621
2015-08-28,36,1011
2015-08-28,51,1833
2015-08-29,24,2413
2015-08-29,26,581
2015-08-29,27,1786
2015-08-29,28,1399
2015-08-29,29,1096
2015-08-29,30,708
2015-08-29,32,672
2015-08-29,34,2573
2015-08-29,35,827
2015-08-29,36,1161
2015-08-29,51,1923
2015-08-30,24,1847
2015-08-30,26,556
2015-08-30,27,1914
2015-08-30,28,1511
2015-08-30,29,1271
2015-08-30,30,686
2015-08-30,32,626
2015-08-30,34,2278
2015-08-30,35,778
2015-08-30,36,1208
2015-08-30,51,1921
2015-08-31,24,2263
2015-08-31,26,536
2015-08-31,27,1443
2015-08-31,28,1122
2015-08-31,29,1054
2015-08-31,30,706
2015-08-31,32,605
2015-08-31,34,2258
2015-08-31,35,724
2015-08-31,36,1134
2015-08-31,51,1621
2015-09-01,24,2423
2015-09-01,26,712
2015-09-01,27,1444
2015-09-01,28,1359
2015-09-01,29,1193
2015-09-01,30,755
2015-09-01,32,672
2015-09-01,34,2312
2015-09-01,35,846
2015-09-01,36,1381
2015-09-01,51,1622
2015-09-02,24,2499
2015-09-02,26,635
2015-09-02,27,1465
2015-09-02,28,1085
2015-09-02,29,1008
2015-09-02,30,691
2015-09-02,32,559
2015-09-02,34,2195
2015-09-02,35,670
2015-09-02,36,1139
2015-09-02,51,1836
2015-09-03,24,2315
2015-09-03,26,533
2015-09-03,27,1319
2015-09-03,28,1146
2015-09-03,29,1027
2015-09-03,30,765
2015-09-03,32,626
2015-09-03,34,2171
2015-09-03,35,707
2015-09-03,36,1194
2015-09-03,51,1516
2015-09-04,24,2444
2015-09-04,26,581
2015-09-04,27,1384
2015-09-04,28,972
2015-09-04,29,912
2015-09-04,30,655
2015-09-04,32,583
2015-09-04,34,2365
2015-09-04,35,629
2015-09-04,36,1022
2015-09-04,51,1816
2015-09-05,24,2404
2015-09-05,26,586
2015-09-05,27,1738
2015-09-05,28,1365
2015-09-05,29,1167
2015-09-05,30,726
2015-09-05,32,681
2015-09-05,34,2583
2015-09-05,35,826
2015-09-05,36,1278
2015-09-05,51,1890
2015-09-06,24,1898
2015-09-06,26,544
2015-09-06,27,1802
2015-09-06,28,1597
2015-09-06,29,1352
2015-09-06,30,677
2015-09-06,32,637
2015-09-06,34,2180
2015-09-06,35,770
2015-09-06,36,1277
2015-09-06,51,1864
2015-09-07,24,2282
2015-09-07,26,506
2015-09-07,27,1410
2015-09-07,28,1123
2015-09-07,29,1077
2015-09-07,30,686
2015-09-07,32,618
2015-09-07,34,2251
2015-09-07,35,715
2015-09-07,36,1330
2015-09-07,51,1588
2015-09-08,24,2162
2015-09-08,26,471
2015-09-08,27,1302
2015-09-08,28,1173
2015-09-08,29,1049
2015-09-08,30,724
2015-09-08,32,580
2015-09-08,34,2101
2015-09-08,35,660
2015-09-08,36,1543
2015-09-08,51,1452
2015-09-09,24,2392
2015-09-09,26,461
2015-09-09,27,1380
2015-09-09,28,1000
2015-09-09,29,799
2015-09-09,30,698
2015-09-09,32,497
2015-09-09,34,1943
2015-09-09,35,578
2015-09-09,36,1259
2015-09-09,51,1743
2015-09-10,24,2172
2015-09-10,26,424
2015-09-10,27,1308
2015-09-10,28,1050
2015-09-10,29,883
2015-09-10,30,730
2015-09-10,32,612
2015-09-10,34,1982
2015-09-10,35,658
2015-09-10,36,1414
2015-09-10,51,1474
2015-09-11,24,2506
2015-09-11,26,474
2015-09-11,27,1385
2015-09-11,28,973
2015-09-11,29,875
2015-09-11,30,653
2015-09-11,32,543
2015-09-11,34,2250
2015-09-11,35,585
2015-09-11,36,1312
2015-09-11,51,1822
2015-09-12,24,2312
2015-09-12,26,481
2015-09-12,27,1713
2015-09-12,28,1260
2015-09-12,29,1045
2015-09-12,30,710
2015-09-12,32,651
2015-09-12,34,2465
2015-09-12,35,714
2015-09-12,36,1482
2015-09-12,51,1882
2015-09-13,24,1707
2015-09-13,26,520
2015-09-13,27,1859
2015-09-13,28,1533
2015-09-13,29,1245
2015-09-13,30,646
2015-09-13,32,590
2015-09-13,34,2107
2015-09-13,35,690
2015-09-13,36,1545
2015-09-13,51,1893
2015-09-14,24,2257
2015-09-14,26,446
2015-09-14,27,1397
2015-09-14,28,1125
2015-09-14,29,963
2015-09-14,30,691
2015-09-14,32,594
2015-09-14,34,2143
2015-09-14,35,637
2015-09-14,36,1322
2015-09-14,51,1499
2015-09-15,24,2238
2015-09-15,26,567
2015-09-15,27,1365
2015-09-15,28,1282
2015-09-15,29,1095
2015-09-15,30,755
2015-09-15,32,597
2015-09-15,34,2174
2015-09-15,35,793
2015-09-15,36,1600
2015-09-15,51,1467
2015-09-16,24,2442
2015-09-16,26,595
2015-09-16,27,1506
2015-09-16,28,1109
2015-09-16,29,1003
2015-09-16,30,683
2015-09-16,32,588
2015-09-16,34,2057
2015-09-16,35,678
2015-09-16,36,1403
2015-09-16,51,1717
2015-09-17,24,2154
2015-09-17,26,509
2015-09-17,27,1298
2015-09-17,28,1071
2015-09-17,29,953
2015-09-17,30,711
2015-09-17,32,537
2015-09-17,34,2168
2015-09-17,35,695
2015-09-17,36,1453
2015-09-17,51,1454
2015-09-18,24,2451
2015-09-18,26,537
2015-09-18,27,1405
2015-09-18,28,964
2015-09-18,29,888
2015-09-18,30,725
2015-09-18,32,571
2015-09-18,34,2365
2015-09-18,35,650
2015-09-18,36,1297
2015-09-18,51,1796
2015-09-19,24,2328
2015-09-19,26,559
2015-09-19,27,1731
2015-09-19,28,1353
2015-09-19,29,1109
2015-09-19,30,768
2015-09-19,32,741
2015-09-19,34,2391
2015-09-19,35,750
2015-09-19,36,1554
2015-09-19,51,1870
2015-09-20,24,1783
2015-09-20,26,566
2015-09-20,27,1749
2015-09-20,28,1576
2015-09-20,29,1260
2015-09-20,30,657
2015-09-20,32,651
2015-09-20,34,2151
2015-09-20,35,780
2015-09-20,36,1625
2015-09-20,51,1884
2015-09-21,24,2244
2015-09-21,26,455
2015-09-21,27,1344
2015-09-21,28,1144
2015-09-21,29,984
2015-09-21,30,678
2015-09-21,32,603
2015-09-21,34,2202
2015-09-21,35,725
2015-09-21,36,1404
2015-09-21,51,1557
2015-09-22,24,2127
2015-09-22,26,440
2015-09-22,27,1248
2015-09-22,28,1161
2015-09-22,29,1075
2015-09-22,30,733
2015-09-22,32,567
2015-09-22,34,2052
2015-09-22,35,682
2015-09-22,36,1537
2015-09-22,51,1369
2015-09-23,24,2340
2015-09-23,26,509
2015-09-23,27,1443
2015-09-23,28,1022
2015-09-23,29,913
2015-09-23,30,672
2015-09-23,32,599
2015-09-23,34,1828
2015-09-23,35,608
2015-09-23,36,1327
2015-09-23,51,1659
2015-09-24,24,2062
2015-09-24,26,440
2015-09-24,27,1238
2015-09-24,28,957
2015-09-24,29,853
2015-09-24,30,676
2015-09-24,32,548
2015-09-24,34,1893
2015-09-24,35,668
2015-09-24,36,1356
2015-09-24,51,1412
2015-09-25,24,2331
2015-09-25,26,472
2015-09-25,27,1416
2015-09-25,28,915
2015-09-25,29,872
2015-09-25,30,682
2015-09-25,32,513
2015-09-25,34,2110
2015-09-25,35,591
2015-09-25,36,1288
2015-09-25,51,1760
2015-09-26,24,2116
2015-09-26,26,543
2015-09-26,27,1745
2015-09-26,28,1268
2015-09-26,29,1055
2015-09-26,30,711
2015-09-26,32,623
2015-09-26,34,2124
2015-09-26,35,785
2015-09-26,36,1513
2015-09-26,51,1839
2015-09-27,24,1715
2015-09-27,26,513
2015-09-27,27,1765
2015-09-27,28,1452
2015-09-27,29,1190
2015-09-27,30,684
2015-09-27,32,576
2015-09-27,34,1920
2015-09-27,35,748
2015-09-27,36,1555
2015-09-27,51,1786
2015-09-28,24,2084
2015-09-28,26,449
2015-09-28,27,1347
2015-09-28,28,970
2015-09-28,29,851
2015-09-28,30,646
2015-09-28,32,534
2015-09-28,34,1979
2015-09-28,35,644
2015-09-28,36,1405
2015-09-28,51,1503
2015-09-29,24,2112
2015-09-29,26,452
2015-09-29,27,1355
2015-09-29,28,1104
2015-09-29,29,957
2015-09-29,30,672
2015-09-29,32,554
2015-09-29,34,1879
2015-09-29,35,620
2015-09-29,36,1366
2015-09-29,51,1396
2015-09-30,24,2320
2015-09-30,26,508
2015-09-30,27,1440
2015-09-30,28,1060
2015-09-30,29,925
2015-09-30,30,689
2015-09-30,32,590
2015-09-30,34,1882
2015-09-30,35,628
2015-09-30,36,1288
2015-09-30,51,1626
2015-10-01,24,2315
2015-10-01,26,642
2015-10-01,27,1413
2015-10-01,28,1297
2015-10-01,29,1118
2015-10-01,30,796
2015-10-01,32,655
2015-10-01,34,2145
2015-10-01,35,805
2015-10-01,36,1620
2015-10-01,51,1556
2015-10-02,24,2549
2015-10-02,26,596
2015-10-02,27,1419
2015-10-02,28,1119
2015-10-02,29,916
2015-10-02,30,714
2015-10-02,32,578
2015-10-02,34,2436
2015-10-02,35,731
2015-10-02,36,1627
2015-10-02,51,1802
2015-10-03,24,2373
2015-10-03,26,652
2015-10-03,27,1716
2015-10-03,28,1432
2015-10-03,29,1196
2015-10-03,30,745
2015-10-03,32,718
2015-10-03,34,2604
2015-10-03,35,782
2015-10-03,36,1740
2015-10-03,51,1938
2015-10-04,24,1752
2015-10-04,26,616
2015-10-04,27,1710
2015-10-04,28,1393
2015-10-04,29,1132
2015-10-04,30,612
2015-10-04,32,644
2015-10-04,34,2344
2015-10-04,35,777
2015-10-04,36,1593
2015-10-04,51,1715
2015-10-05,24,2266
2015-10-05,26,532
2015-10-05,27,1444
2015-10-05,28,1091
2015-10-05,29,1007
2015-10-05,30,649
2015-10-05,32,593
2015-10-05,34,2418
2015-10-05,35,731
2015-10-05,36,1492
2015-10-05,51,1594
2015-10-06,24,2210
2015-10-06,26,483
2015-10-06,27,1311
2015-10-06,28,1152
2015-10-06,29,949
2015-10-06,30,667
2015-10-06,32,613
2015-10-06,34,2325
2015-10-06,35,767
2015-10-06,36,1543
2015-10-06,51,1431
2015-10-07,24,2358
2015-10-07,26,503
2015-10-07,27,1438
2015-10-07,28,981
2015-10-07,29,825
2015-10-07,30,641
2015-10-07,32,505
2015-10-07,34,2184
2015-10-07,35,599
2015-10-07,36,1402
2015-10-07,51,1597
2015-10-08,24,2160
2015-10-08,26,490
2015-10-08,27,1335
2015-10-08,28,964
2015-10-08,29,861
2015-10-08,30,672
2015-10-08,32,532
2015-10-08,34,2435
2015-10-08,35,681
2015-10-08,36,1370
2015-10-08,51,1535
2015-10-09,24,1671
2015-10-09,26,497
2015-10-09,27,1565
2015-10-09,28,1139
2015-10-09,29,898
2015-10-09,30,542
2015-10-09,32,567
2015-10-09,34,2272
2015-10-09,35,847
2015-10-09,36,1516
2015-10-09,51,1540
2015-10-10,24,1963
2015-10-10,26,482
2015-10-10,27,1550
2015-10-10,28,1209
2015-10-10,29,944
2015-10-10,30,590
2015-10-10,32,607
2015-10-10,34,2244
2015-10-10,35,917
2015-10-10,36,1567
2015-10-10,51,1397
2015-10-11,24,1586
2015-10-11,26,491
2015-10-11,27,1669
2015-10-11,28,1415
2015-10-11,29,1107
2015-10-11,30,581
2015-10-11,32,622
2015-10-11,34,2346
2015-10-11,35,758
2015-10-11,36,1498
2015-10-11,51,1543
2015-10-12,24,2242
2015-10-12,26,441
2015-10-12,27,1402
2015-10-12,28,1025
2015-10-12,29,894
2015-10-12,30,674
2015-10-12,32,557
2015-10-12,34,2098
2015-10-12,35,683
2015-10-12,36,1410
2015-10-12,51,1394
2015-10-13,24,2137
2015-10-13,26,458
2015-10-13,27,1367
2015-10-13,28,1048
2015-10-13,29,985
2015-10-13,30,699
2015-10-13,32,559
2015-10-13,34,1826
2015-10-13,35,756
2015-10-13,36,1438
2015-10-13,51,1433
2015-10-14,24,2398
2015-10-14,26,463
2015-10-14,27,1426
2015-10-14,28,970
2015-10-14,29,868
2015-10-14,30,649
2015-10-14,32,515
2015-10-14,34,1831
2015-10-14,35,581
2015-10-14,36,1290
2015-10-14,51,1632
2015-10-15,24,2135
2015-10-15,26,516
2015-10-15,27,1332
2015-10-15,28,1040
2015-10-15,29,932
2015-10-15,30,750
2015-10-15,32,515
2015-10-15,34,1969
2015-10-15,35,679
2015-10-15,36,1362
2015-10-15,51,1428
2015-10-16,24,2585
2015-10-16,26,602
2015-10-16,27,1430
2015-10-16,28,1061
2015-10-16,29,872
2015-10-16,30,663
2015-10-16,32,602
2015-10-16,34,2212
2015-10-16,35,685
2015-10-16,36,1342
2015-10-16,51,1667
2015-10-17,24,2258
2015-10-17,26,567
2015-10-17,27,1689
2015-10-17,28,1310
2015-10-17,29,1028
2015-10-17,30,691
2015-10-17,32,661
2015-10-17,34,2279
2015-10-17,35,755
2015-10-17,36,1488
2015-10-17,51,1928
2015-10-18,24,1886
2015-10-18,26,555
2015-10-18,27,1799
2015-10-18,28,1647
2015-10-18,29,1241
2015-10-18,30,648
2015-10-18,32,595
2015-10-18,34,2057
2015-10-18,35,764
2015-10-18,36,1641
2015-10-18,51,1769
2015-10-19,24,2305
2015-10-19,26,527
2015-10-19,27,1361
2015-10-19,28,1073
2015-10-19,29,940
2015-10-19,30,676
2015-10-19,32,571
2015-10-19,34,2126
2015-10-19,35,590
2015-10-19,36,1285
2015-10-19,51,1575
2015-10-20,24,2318
2015-10-20,26,496
2015-10-20,27,1327
2015-10-20,28,1152
2015-10-20,29,975
2015-10-20,30,740
2015-10-20,32,594
2015-10-20,34,1969
2015-10-20,35,674
2015-10-20,36,1481
2015-10-20,51,1437
2015-10-21,24,2418
2015-10-21,26,555
2015-10-21,27,1400
2015-10-21,28,1010
2015-10-21,29,905
2015-10-21,30,684
2015-10-21,32,504
2015-10-21,34,1833
2015-10-21,35,569
2015-10-21,36,1267
2015-10-21,51,1713
2015-10-22,24,2097
2015-10-22,26,514
2015-10-22,27,1330
2015-10-22,28,977
2015-10-22,29,848
2015-10-22,30,674
2015-10-22,32,564
2015-10-22,34,1848
2015-10-22,35,596
2015-10-22,36,1338
2015-10-22,51,1346
2015-10-23,24,2367
2015-10-23,26,568
2015-10-23,27,1377
2015-10-23,28,989
2015-10-23,29,776
2015-10-23,30,675
2015-10-23,32,512
2015-10-23,34,2089
2015-10-23,35,610
2015-10-23,36,1215
2015-10-23,51,1738
2015-10-24,24,2224
2015-10-24,26,588
2015-10-24,27,1622
2015-10-24,28,1236
2015-10-24,29,1049
2015-10-24,30,683
2015-10-24,32,594
2015-10-24,34,2312
2015-10-24,35,726
2015-10-24,36,1425
2015-10-24,51,1767
2015-10-25,24,1943
2015-10-25,26,635
2015-10-25,27,1876
2015-10-25,28,1531
2015-10-25,29,1248
2015-10-25,30,643
2015-10-25,32,642
2015-10-25,34,2017
2015-10-25,35,753
2015-10-25,36,1495
2015-10-25,51,1867
2015-10-26,24,2204
2015-10-26,26,428
2015-10-26,27,1338
2015-10-26,28,1055
2015-10-26,29,863
2015-10-26,30,658
2015-10-26,32,574
2015-10-26,34,2064
2015-10-26,35,637
2015-10-26,36,1315
2015-10-26,51,1613
2015-10-27,24,2150
2015-10-27,26,422
2015-10-27,27,1297
2015-10-27,28,1054
2015-10-27,29,944
2015-10-27,30,737
2015-10-27,32,524
2015-10-27,34,1818
2015-10-27,35,614
2015-10-27,36,1387
2015-10-27,51,1336
2015-10-28,24,2309
2015-10-28,26,450
2015-10-28,27,1338
2015-10-28,28,870
2015-10-28,29,833
2015-10-28,30,645
2015-10-28,32,494
2015-10-28,34,1820
2015-10-28,35,516
2015-10-28,36,1190
2015-10-28,51,1667
2015-10-29,24,2172
2015-10-29,26,443
2015-10-29,27,1276
2015-10-29,28,920
2015-10-29,29,892
2015-10-29,30,716
2015-10-29,32,516
2015-10-29,34,1935
2015-10-29,35,635
2015-10-29,36,1341
2015-10-29,51,1436
2015-10-30,24,2651
2015-10-30,26,587
2015-10-30,27,1350
2015-10-30,28,949
2015-10-30,29,866
2015-10-30,30,690
2015-10-30,32,557
2015-10-30,34,2381
2015-10-30,35,675
2015-10-30,36,1179
2015-10-30,51,1784
2015-10-31,24,2477
2015-10-31,26,661
2015-10-31,27,1756
2015-10-31,28,1419
2015-10-31,29,1086
2015-10-31,30,717
2015-10-31,32,700
2015-10-31,34,2965
2015-10-31,35,916
2015-10-31,36,1436
2015-10-31,51,1890
2015-11-01,24,1565
2015-11-01,26,549
2015-11-01,27,1611
2015-11-01,28,1281
2015-11-01,29,965
2015-11-01,30,561
2015-11-01,32,654
2015-11-01,34,2252
2015-11-01,35,985
2015-11-01,36,1549
2015-11-01,51,1406
2015-11-02,24,1524
2015-11-02,26,464
2015-11-02,27,1628
2015-11-02,28,1114
2015-11-02,29,852
2015-11-02,30,550
2015-11-02,32,568
2015-11-02,34,1766
2015-11-02,35,953
2015-11-02,36,1256
2015-11-02,51,1468
2015-11-03,24,1867
2015-11-03,26,517
2015-11-03,27,1802
2015-11-03,28,1572
2015-11-03,29,1265
2015-11-03,30,643
2015-11-03,32,604
2015-11-03,34,1973
2015-11-03,35,810
2015-11-03,36,1241
2015-11-03,51,1695
2015-11-04,24,2458
2015-11-04,26,550
2015-11-04,27,1484
2015-11-04,28,1046
2015-11-04,29,958
2015-11-04,30,693
2015-11-04,32,547
2015-11-04,34,2204
2015-11-04,35,731
2015-11-04,36,1114
2015-11-04,51,1786
2015-11-05,24,2332
2015-11-05,26,529
2015-11-05,27,1316
2015-11-05,28,996
2015-11-05,29,878
2015-11-05,30,738
2015-11-05,32,592
2015-11-05,34,2056
2015-11-05,35,654
2015-11-05,36,1079
2015-11-05,51,1472
2015-11-06,24,2460
2015-11-06,26,485
2015-11-06,27,1327
2015-11-06,28,858
2015-11-06,29,844
2015-11-06,30,656
2015-11-06,32,566
2015-11-06,34,2201
2015-11-06,35,583
2015-11-06,36,1025
2015-11-06,51,1685
2015-11-07,24,2319
2015-11-07,26,550
2015-11-07,27,1527
2015-11-07,28,1132
2015-11-07,29,1085
2015-11-07,30,687
2015-11-07,32,641
2015-11-07,34,2211
2015-11-07,35,669
2015-11-07,36,1120
2015-11-07,51,1799
2015-11-08,24,1797
2015-11-08,26,525
2015-11-08,27,1739
2015-11-08,28,1445
2015-11-08,29,1355
2015-11-08,30,683
2015-11-08,32,619
2015-11-08,34,2052
2015-11-08,35,710
2015-11-08,36,1200
2015-11-08,51,1895
2015-11-09,24,2234
2015-11-09,26,459
2015-11-09,27,1329
2015-11-09,28,902
2015-11-09,29,952
2015-11-09,30,655
2015-11-09,32,571
2015-11-09,34,2082
2015-11-09,35,596
2015-11-09,36,955
2015-11-09,51,1491
2015-11-10,24,2243
2015-11-10,26,449
2015-11-10,27,1344
2015-11-10,28,1040
2015-11-10,29,989
2015-11-10,30,744
2015-11-10,32,578
2015-11-10,34,2026
2015-11-10,35,594
2015-11-10,36,1145
2015-11-10,51,1382
2015-11-11,24,2435
2015-11-11,26,468
2015-11-11,27,1436
2015-11-11,28,939
2015-11-11,29,831
2015-11-11,30,681
2015-11-11,32,542
2015-11-11,34,1939
2015-11-11,35,563
2015-11-11,36,967
2015-11-11,51,1660
2015-11-12,24,2054
2015-11-12,26,415
2015-11-12,27,1379
2015-11-12,28,963
2015-11-12,29,883
2015-11-12,30,752
2015-11-12,32,544
2015-11-12,34,1725
2015-11-12,35,635
2015-11-12,36,1003
2015-11-12,51,1445
2015-11-13,24,2482
2015-11-13,26,552
2015-11-13,27,1448
2015-11-13,28,962
2015-11-13,29,851
2015-11-13,30,625
2015-11-13,32,570
2015-11-13,34,2279
2015-11-13,35,633
2015-11-13,36,1047
2015-11-13,51,1667
2015-11-14,24,2368
2015-11-14,26,560
2015-11-14,27,1659
2015-11-14,28,1228
2015-11-14,29,1056
2015-11-14,30,756
2015-11-14,32,631
2015-11-14,34,2268
2015-11-14,35,782
2015-11-14,36,1103
2015-11-14,51,1894
2015-11-15,24,1956
2015-11-15,26,595
2015-11-15,27,1853
2015-11-15,28,1621
2015-11-15,29,1271
2015-11-15,30,682
2015-11-15,32,600
2015-11-15,34,2104
2015-11-15,35,796
2015-11-15,36,1168
2015-11-15,51,1955
2015-11-16,24,2302
2015-11-16,26,535
2015-11-16,27,1386
2015-11-16,28,1081
2015-11-16,29,943
2015-11-16,30,645
2015-11-16,32,596
2015-11-16,34,2176
2015-11-16,35,645
2015-11-16,36,968
2015-11-16,51,1577
2015-11-17,24,2161
2015-11-17,26,497
2015-11-17,27,1341
2015-11-17,28,1194
2015-11-17,29,1018
2015-11-17,30,749
2015-11-17,32,575
2015-11-17,34,2016
2015-11-17,35,702
2015-11-17,36,1090
2015-11-17,51,1564
2015-11-18,24,2466
2015-11-18,26,487
2015-11-18,27,1370
2015-11-18,28,959
2015-11-18,29,928
2015-11-18,30,637
2015-11-18,32,517
2015-11-18,34,1838
2015-11-18,35,556
2015-11-18,36,908
2015-11-18,51,1670
2015-11-19,24,2128
2015-11-19,26,456
2015-11-19,27,1251
2015-11-19,28,962
2015-11-19,29,929
2015-11-19,30,696
2015-11-19,32,538
2015-11-19,34,1862
2015-11-19,35,626
2015-11-19,36,998
2015-11-19,51,1365
2015-11-20,24,2615
2015-11-20,26,523
2015-11-20,27,1402
2015-11-20,28,904
2015-11-20,29,797
2015-11-20,30,651
2015-11-20,32,555
2015-11-20,34,2346
2015-11-20,35,638
2015-11-20,36,1076
2015-11-20,51,1869
2015-11-21,24,2428
2015-11-21,26,502
2015-11-21,27,1702
2015-11-21,28,1234
2015-11-21,29,1092
2015-11-21,30,751
2015-11-21,32,639
2015-11-21,34,2301
2015-11-21,35,707
2015-11-21,36,1079
2015-11-21,51,1936
2015-11-22,24,1824
2015-11-22,26,480
2015-11-22,27,1756
2015-11-22,28,1509
2015-11-22,29,1244
2015-11-22,30,713
2015-11-22,32,575
2015-11-22,34,1960
2015-11-22,35,718
2015-11-22,36,1128
2015-11-22,51,1801
2015-11-23,24,2159
2015-11-23,26,444
2015-11-23,27,1367
2015-11-23,28,956
2015-11-23,29,1013
2015-11-23,30,669
2015-11-23,32,545
2015-11-23,34,2036
2015-11-23,35,654
2015-11-23,36,1022
2015-11-23,51,1534
2015-11-24,24,2209
2015-11-24,26,459
2015-11-24,27,1317
2015-11-24,28,1039
2015-11-24,29,1020
2015-11-24,30,774
2015-11-24,32,556
2015-11-24,34,1960
2015-11-24,35,665
2015-11-24,36,1086
2015-11-24,51,1617
2015-11-25,24,2376
2015-11-25,26,533
2015-11-25,27,1509
2015-11-25,28,922
2015-11-25,29,810
2015-11-25,30,708
2015-11-25,32,524
2015-11-25,34,1774
2015-11-25,35,566
2015-11-25,36,963
2015-11-25,51,1705
2015-11-26,24,2197
2015-11-26,26,515
2015-11-26,27,1299
2015-11-26,28,913
2015-11-26,29,883
2015-11-26,30,638
2015-11-26,32,529
2015-11-26,34,1788
2015-11-26,35,639
2015-11-26,36,970
2015-11-26,51,1669
2015-11-27,24,2549
2015-11-27,26,648
2015-11-27,27,1329
2015-11-27,28,904
2015-11-27,29,780
2015-11-27,30,648
2015-11-27,32,533
2015-11-27,34,2192
2015-11-27,35,606
2015-11-27,36,949
2015-11-27,51,1842
2015-11-28,24,2412
2015-11-28,26,665
2015-11-28,27,1747
2015-11-28,28,1178
2015-11-28,29,1062
2015-11-28,30,661
2015-11-28,32,630
2015-11-28,34,2219
2015-11-28,35,708
